RP23-100C5.1	ETG51792	Ptpra	Ppp2r1a	Rptpalpha|Ptpa|PTPalpha|RPTRalpha|Rptra	6330556D22Rik|PP2A|PR65	Affinity Capture-Western	Fellner T (2003)	12952889	10090	10090
ETG24069	ETG14634	Sufu	Gli3	2810026F04Rik|Su(Fu)	Pdn|AU023367|AI854843|GLI3-190|GLI3FL|Bph|add|Xt	Affinity Capture-Western	Ding Q (1999)	10531011	10090	10090
ETG14632	ETG24069	Gli1	Sufu	Zfp5|AV235269|Zfp-5	2810026F04Rik|Su(Fu)	Affinity Capture-Western	Ding Q (1999)	10531011	10090	10090
ETG15516	ETG15194	Hsp90ab1	Htt	C81438|90kDa|Hsp84|Hsp90|AL022974|Hspcb|Hsp84-1	C430023I11Rik|AI256365|Hdh|IT15|HD	Affinity Capture-Western	Baldo B (2012)	22123826	10090	10090
ETG15516	ETG56351	Hsp90ab1	Ptges3	C81438|90kDa|Hsp84|Hsp90|AL022974|Hspcb|Hsp84-1	Ptges|sid3177|cPGES|Tebp|p23|5730442A20Rik	Affinity Capture-Western	Baldo B (2012)	22123826	10090	10090
ETG56351	ETG15194	Ptges3	Htt	Ptges|sid3177|cPGES|Tebp|p23|5730442A20Rik	C430023I11Rik|AI256365|Hdh|IT15|HD	Affinity Capture-Western	Baldo B (2012)	22123826	10090	10090
ETG56351	ETG15516	Ptges3	Hsp90ab1	Ptges|sid3177|cPGES|Tebp|p23|5730442A20Rik	C81438|90kDa|Hsp84|Hsp90|AL022974|Hspcb|Hsp84-1	Affinity Capture-Western	Baldo B (2012)	22123826	10090	10090
ETG15194	ETG22190	Htt	Ubc	C430023I11Rik|AI256365|Hdh|IT15|HD	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Baldo B (2012)	22123826	10090	10090
ETG11806	mCG_129875	Apoa1	Apob	Brp-14|Alp-1|Lvtw-1|Ltw-1|Sep-2|Sep2|Apoa-1|Sep-1	apob-48|apob-100|AI315052	Affinity Capture-Western	Zhao Y (2005)	15654758	10090	10090
ETG15507	ETG15507	Hspb1	Hspb1	Hsp25|27kDa	Hsp25|27kDa	Reconstituted Complex	Rogalla T (1999)	10383393	10090	10090
RP23-271B15.1	ETG12577	Nr4a2	Cdkn1c	TINOR|HZF-3|NOT|RNR-1|Nurr1|TINUR	AL024410|Kip2|CDKI|p57Kip2|p57(kip2)	Affinity Capture-Western	Joseph B (2003)	14671317	10090	10090
ETG12577	RP23-271B15.1	Cdkn1c	Nr4a2	AL024410|Kip2|CDKI|p57Kip2|p57(kip2)	TINOR|HZF-3|NOT|RNR-1|Nurr1|TINUR	Affinity Capture-Western	Joseph B (2003)	14671317	10090	10090
RP23-132N23.20-010	ETG14811	Grin1	Grin2a	NR1|GluRdelta1|Rgsc174|Nmdar|GluRzeta1|NMDAR1|M100174	NR2A|GluN2A|NMDAR2A	Affinity Capture-Western	Koehr G (2003)	14645471	10090	10090
RP23-132N23.20-010	ETG14812	Grin1	Grin2b	NR1|GluRdelta1|Rgsc174|Nmdar|GluRzeta1|NMDAR1|M100174	AW490526|Nmdar2b|NR2B	Affinity Capture-Western	Koehr G (2003)	14645471	10090	10090
ETG14812	ETG14811	Grin2b	Grin2a	AW490526|Nmdar2b|NR2B	NR2A|GluN2A|NMDAR2A	Affinity Capture-Western	Koehr G (2003)	14645471	10090	10090
ETG14812	RP23-132N23.20-010	Grin2b	Grin1	AW490526|Nmdar2b|NR2B	NR1|GluRdelta1|Rgsc174|Nmdar|GluRzeta1|NMDAR1|M100174	Affinity Capture-Western	Koehr G (2003)	14645471	10090	10090
ETG14811	ETG14812	Grin2a	Grin2b	NR2A|GluN2A|NMDAR2A	AW490526|Nmdar2b|NR2B	Affinity Capture-Western	Koehr G (2003)	14645471	10090	10090
ETG14811	RP23-132N23.20-010	Grin2a	Grin1	NR2A|GluN2A|NMDAR2A	NR1|GluRdelta1|Rgsc174|Nmdar|GluRzeta1|NMDAR1|M100174	Affinity Capture-Western	Koehr G (2003)	14645471	10090	10090
ETG17927	ETG22190	Myod1	Ubc	MYF3|Myod-1|MyoD|bHLHc1|AI503393	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG17927	Fbxo32	Myod1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	MYF3|Myod-1|MyoD|bHLHc1|AI503393	Affinity Capture-Western	Lokireddy S (2012)	22673621	10090	10090
ETG13346	ETG22190	Des	Ubc	N/A	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Lokireddy S (2012)	22673621	10090	10090
RP23-185P20.1	ETG22190	Vim	Ubc	N/A	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG13346	Fbxo32	Des	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	N/A	Affinity Capture-Western	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-185P20.1	Fbxo32	Vim	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	N/A	Affinity Capture-Western	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG239673	Fbxo32	4732456N10Rik	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	N/A	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG71617	Fbxo32	9130011E15Rik	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AW050122|AI431055	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG11459	Fbxo32	Acta1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Acta-2|Acts|AA959943|Actsk-1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG11461	Fbxo32	Actb	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	E430023M04Rik|beta-actin|Actx	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG238880	Fbxo32	Actbl2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	4732495G21Rik	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-82I5.1	Fbxo32	Actg1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Actg|AL023024|Actl|E51	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-16P3.2	Fbxo32	Adrm1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	ARM-1|AU043535|1110063P18Rik|Gp110|Rpn13|AA408205|Arm1|2510006J17Rik	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG66395	Fbxo32	Ahnak	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	1110004P15Rik|AV091586|DY6|2310047C17Rik|AA589382	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-17P12.3	Fbxo32	Ak1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	B430205N08Rik|Ak-1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG11677	Fbxo32	Akr1b3	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Ahr1|Akr1b1|Ahr-1|ALR2|AR|Aldr1|Aldor1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG11657	Fbxo32	Alb	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Alb-1|Alb1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP24-191C1.1	Fbxo32	Aldoa	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Aldo1|Aldo-1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG79459	Fbxo32	Aldoart2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Aldoa-ps1|4933425L11Rik|Aldo1-ps1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG11676	Fbxo32	Aldoc	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Scrg2|Aldo3|AU040929|AI847350	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG16952	Fbxo32	Anxa1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Lpc1|C430014K04Rik|Lpc-1|Anx-A1|Anx-1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	CT009708.1	Fbxo32	Anxa2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AW215814|Cal1h	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-84C12.3	Fbxo32	Arhgdia	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Gdi-1|RhoDGI|5330430M07Rik|RhoGDI-1|Rho-GDI	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG211914	Fbxo32	Asap2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	6530401G17Rik|Gm1523|PAG3|Gm592|Ddef2|PAP	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG11946	Fbxo32	Atp5a1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AL022851|AL023067|Atpm|Mom2|D18Ertd206e|AI035633	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG11947	Fbxo32	Atp5b	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	N/A	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG66043	Fbxo32	Atp5d	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	0610008F14Rik|AA960090|AI876556|1500000I11Rik|AU020773|C85518	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG71902	Fbxo32	Cand1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	2310038O07Rik|D10Ertd516e|Tp120a|6330512O03Rik|AI195005|mKIAA0829|AI846556	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG67088	Fbxo32	Cand2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	mKIAA0667|2210404G23Rik|Tp120b	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG12350	Fbxo32	Car3	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Car-3|Ca3|BB219044	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG12461	Fbxo32	Cct2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Cctb	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG12468	Fbxo32	Cct7	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AL022769|Ccth|Cctz|AA408524	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG12631	Fbxo32	Cfl1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Cof|AA959946	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG12715	Fbxo32	Ckm	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	M-CK|MCK|Ckmm	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG53895	Fbxo32	Clpp	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AU019820|D17Wsu160e	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-112C19.9	Fbxo32	Col1a1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Cola-1|Col1a-1|Mov-13|Mov13|Cola1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG12833	Fbxo32	Col6a1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AI747156|Col6a-1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG26891	Fbxo32	Cops4	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AW208976|D5Ertd774e	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG93687	Fbxo32	Csnk1a1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	2610208K14Rik|5430427P18Rik|4632404G05Rik|Csnk1a|CK1a	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG26965	Fbxo32	Cul1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	N/A	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG13063	Fbxo32	Cycs	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	N/A	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG13346	Fbxo32	Des	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	N/A	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG109620	Fbxo32	Dsp	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AA407887|5730453H04Rik|AA407888|AW109828|2300002E22Rik|DP	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG13627	Fbxo32	Eef1a1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	N/A	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-13C17.3	Fbxo32	Eef1b2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	2810017J07Rik|Eef1b	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG67160	Fbxo32	Eef1g	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AA407312|EF1G|2610301D06Rik	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG13629	Fbxo32	Eef2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Ef-2	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG406223	Fbxo32	Gm5414	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	EG406223|Kb14	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG22073	Fbxo32	Prss3	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Tb|Try3|MTG|TRY4	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG114228	Fbxo32	Prss1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Try1|Try-1|Trygn16	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG229317	Fbxo32	Eif2a	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	D030048D22|D3Ertd194e	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG27979	Fbxo32	Eif3b	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	PRT1|AW208965|Eif3s9|EIF3-P110|EIF3-ETA|D5Wsu45e|AL033316|AL033334|EIF3-P116|AL033369	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG16341	Fbxo32	Eif3e	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Int6|eIF3-p48|Eif3s6|eIF3-p46|48kDa	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG66085	Fbxo32	Eif3f	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	0610037M02Rik|AA409853|Eif3s5	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-422L16.20-002	Fbxo32	Eif4a1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Eif4|BM-010|Ddx2a	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG75705	Fbxo32	Eif4b	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	C85189|Eif4a2|AL024095|2310046H11Rik	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	DN-183N8.17-002	Fbxo32	Eno3	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Eno-3	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG107508	Fbxo32	Eprs	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Qprs|C79379|2410081F06Rik|3010002K18Rik	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG14115	Fbxo32	Fbln2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	5730577E14Rik	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG67731	Fbxo32	Fbxo32	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG14394	Fbxo32	Gabra1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Gabra-1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG14433	Fbxo32	Gapdh	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Gapd	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG232440	Fbxo32	H2afj	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	E130307C13	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG15122	Fbxo32	Hba-a1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Hba|Hbat1|Hba1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG15129	Fbxo32	Hbb-b1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	HBB1|Hbbt2|AA409645|beta1|Hbbt1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG15130	Fbxo32	Hbb-b2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Hbbt2|AI036344|beta2|HBB2	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG15382	Fbxo32	Hnrnpa1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	hnRNP A1|Hnrpa1|Hdp|hnrnp-A1|D15Ertd119e	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG53379	Fbxo32	Hnrnpa2b1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	hnrnp-A|9130414A06Rik|Hnrpa2b1|Hnrpa2	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG15387	Fbxo32	Hnrnpk	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Hnrpk|KBBP|NOVA	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-60K23.1	Fbxo32	Hsp90aa1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	hsp4|AL024147|Hsp90|Hspca|Hsp86-1|86kDa|Hsp89|AL024080|89kDa	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG15481	Fbxo32	Hspa8	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Hspa10|Hsp73|Hsc70|2410008N15Rik|Hsc71|Hsc73	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG15526	Fbxo32	Hspa9	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	mthsp70|mortalin|Hsc74|mot-2|Hspa9a|Hsp74a|GRP75|Hsp74|mot2|74kDa|Csa|PBP74	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG15510	Fbxo32	Hspd1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Hsp60|60kDa	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG23918	Fbxo32	Impdh2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	IMPD	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG70435	Fbxo32	Inf2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AA589465|EG629699|2610204M08Rik|AW125550	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-392I3.6	Fbxo32	Jup	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	PG|D930025P04Rik	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG85305	Fbxo32	Kars	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AL024334|AL033315|AL033367|AA589550|D8Ertd698e|D8Wsu108e|LysRS|mKIAA0070	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG16678	Fbxo32	Krt1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Krt-2.1|Krt86|Krt2-1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-217I3.5	Fbxo32	Krt14	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AI626930|Krt-1.14|K14|Krt1-14	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG24131	Fbxo32	Ldb3	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	PDLIM6|AW742271|ZASP	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG16828	Fbxo32	Ldha	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Ldhm|Ldh1|l7R2	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG13806	Fbxo32	Eno1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	0610008I15|Eno-1|AL022784|MBP-1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-254N4.4	Fbxo32	Lrrc47	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	2900010D03Rik|mKIAA1185|AA960559	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG17110	Fbxo32	Lyz1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Lyz|Lzp-s	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG17118	Fbxo32	Marcks	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Macs|PKCSL	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG17448	Fbxo32	Mdh2	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Mor-1|Mor1|MDH|Mdh-2	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG56335	Fbxo32	Mettl3	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	2310024F18Rik|M6A|Spo8	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG17356	Fbxo32	Mllt4	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Gm314|AF6|Af-6|Afadin|I-afadin|S-afadin|5033403D15Rik	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG94061	Fbxo32	Mrpl1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	2410002L03Rik|5830418D04Rik|AI462572	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG17758	Fbxo32	Mtap4	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AA407148|MAP-4|Mtap-4|MAP4	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG53311	Fbxo32	Mybph	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AI385643|MyBP-H	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-294E23.1	Fbxo32	Myh1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	MYHC-IIX|IId|Myhs-f|MHC-2X/D|MyHC-IId/x|MyHC-IIx/d|A530084A17Rik|Myhsf2|Myhs-f2|IId/x|MdMs|MHC2X/D	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-294E23.3	Fbxo32	Myh3	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Myhse|MyHC-emb|Myhs-e	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-294E23.4	Fbxo32	Myh4	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Myhsf|MYH-2B|MHC2B|MyHC-IIb|AI506973	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-171A13.2	Fbxo32	Myh6	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	Myhc-a|A830009F23Rik|Myhca|alpha-MHC|AA517445	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	RP23-294E23.5	Fbxo32	Myh8	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	4832426G23Rik|Myhsp|AI327267|Myhs-p|MyHC-pn|mKIAA4211	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	AC124389.4	Fbxo32	Myl1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AI325107|MLC1f|MLC3f|Mylf	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG17904	Fbxo32	Myl6	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	LC17|Myln|LC17A|ESMLC|MLC-3|MLC3SM|LC17B|LC17-NM|MLC1SM|LC17-GI|MLC3nm	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG216459	Fbxo32	Myl6b	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	BC037527|5730437E04Rik|MLC1SA	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG17907	Fbxo32	Mylpf	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	2410014J02Rik|Mlc2|MLC-2	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG17927	Fbxo32	Myod1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	MYF3|Myod-1|MyoD|bHLHc1|AI503393	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG17938	Fbxo32	Naca	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	AL022831|Gm1878|mKIAA0363|skNAC|AL024382	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
ETG67731	ETG23983	Fbxo32	Pcbp1	Gm20361|4833442G10Rik|MAFbx|AI430017|ATROGIN1	WBP17|[a]CP-1|alphaCP-1	Affinity Capture-MS	Lokireddy S (2012)	22673621	10090	10090
